Mozambique,MOZ,30366043.0,15.343156
Mauritania,MRT,4525698.0,0.8563
Mauritius,MUS,1265711.0,3.02268
Malawi,MWI,18628749.0,1.43356366666666
Malaysia,MYS,31949789.0,162.834333333333
Namibia,NAM,2494524.0,1.06108
New Caledonia,NCL,271300.0,3.01951533333333
Niger,NER,23310719.0,0.588313333333333
Nigeria,NGA,200963603.0,35.669236666666606
Nicaragua,NIC,6545503.0,4.49454666666666
Netherlands,NLD,17344874.0,121.567808999999
Norway,NOR,5347896.0,132.015942
Nepal,NPL,28608715.0,5.4200266666666606
Nauru,NRU,10764.0,0.0386666666666666
New Zealand,NZL,4979300.0,43.421783000000005
Oman,OMN,4974992.0,36.9491333333333
Pakistan,PAK,216565317.0,145.385938999999
Panama,PAN,4246440.0,11.3435933333333
Peru,PER,32510462.0,55.48137
Philippines,PHL,108116622.0,100.380989999999
Papua New Guinea,PNG,8776119.0,4.257128
Poland,POL,37965475.0,162.627180512999
Puerto Rico,PRI,3193694.0,20.545505333333303
"Korea, Dem. People's Rep.",PRK,25666158.0,15.773893333333302
Portugal,PRT,10286263.0,51.8273576259999
Paraguay,PRY,7044639.0,49.8230656666666
West Bank and Gaza,PSE,4685306.0,0.29458799999999896
French Polynesia,PYF,279285.0,0.6024333333333329
Qatar,QAT,2832071.0,47.171096
Romania,ROU,19371648.0,59.4570708289999
Russian Federation,RUS,144406261.0,1058.46648
Rwanda,RWA,12626938.0,0.78268
Saudi Arabia,SAU,34268529.0,361.462273333333
Sudan,SDN,42813237.0,16.92868
Senegal,SEN,16296362.0,4.69621333333333
Singapore,SGP,5703569.0,51.163999999999895
Solomon Islands,SLB,669821.0,0.108903
Sierra Leone,SLE,7813207.0,0.274256
El Salvador,SLV,6453550.0,5.290318
Somalia,SOM,15442906.0,0.3472
Serbia,SRB,6945235.0,34.728446666666606
South Sudan,SSD,11062114.0,0.5494533333333329
Sao Tome and Principe,STP,215048.0,0.09
Suriname,SUR,581363.0,1.8709643333333301
Slovak Republic,SVK,5454147.0,28.197115848000003
Slovenia,SVN,2088385.0,16.0361278389999
Sweden,SWE,10278887.0,170.601368146
Seychelles,SYC,97625.0,0.4333333333333329
Syrian Arab Republic,SYR,17070132.0,17.2651799999999
Turks and Caicos Islands,TCA,38194.0,0.191666666666666
Chad,TCD,15946882.0,0.231
Togo,TGO,8082359.0,0.38432666666666604
Thailand,THA,69625581.0,183.53600460399898
Tajikistan,TJK,9321023.0,20.39389
Turkmenistan,TKM,5942094.0,21.1823133333333
Tonga,TON,104497.0,0.057
